"","GOID","TERM"
"45933","EC:1.14.13.26","Transferred to 1.14.18.4"
"45934","EC:1.14.13.27","4-aminobenzoate 1-monooxygenase"
"45935","EC:1.14.13.28","Transferred to 1.14.14.93"
"45936","EC:1.14.13.29","4-nitrophenol 2-monooxygenase"
"45937","EC:1.14.13.30","Transferred to 1.14.14.94"
"45938","EC:1.14.13.31","2-nitrophenol 2-monooxygenase"
"45939","EC:1.14.13.32","albendazole monooxygenase"
"45940","EC:1.14.13.33","4-hydroxybenzoate 3-monooxygenase [NAD(P)H]"
"45941","EC:1.14.13.34","leukotriene-E4 20-monooxygenase"
"45942","EC:1.14.13.35","anthranilate 3-monooxygenase (deaminating)"
"45943","EC:1.14.13.36","Transferred to 1.14.14.96"
"45944","EC:1.14.13.37","Transferred to 1.14.14.97"
"45945","EC:1.14.13.38","anhydrotetracycline 6-monooxygenase"
"45946","EC:1.14.13.39","nitric-oxide synthase (NADPH)"
"45947","EC:1.14.13.40","anthraniloyl-CoA monooxygenase"
"45948","EC:1.14.13.41","Transferred to 1.14.14.36"
"45949","EC:1.14.13.42","Deleted entry"
"45950","EC:1.14.13.43","questin monooxygenase"
"45951","EC:1.14.13.44","2-hydroxybiphenyl 3-monooxygenase"
"45952","EC:1.14.13.45","Transferred to 1.14.18.2"
"45953","EC:1.14.13.46","(-)-menthol monooxygenase"
"45954","EC:1.14.13.47","Transferred to 1.14.14.99"
"45955","EC:1.14.13.48","Transferred to 1.14.14.51"
"45956","EC:1.14.13.49","Transferred to 1.14.14.52"
"45957","EC:1.14.13.50","pentachlorophenol monooxygenase"
"45958","EC:1.14.13.51","6-oxocineole dehydrogenase"
"45959","EC:1.14.13.52","Transferred to 1.14.14.88"
"45960","EC:1.14.13.53","Transferred to 1.14.14.89"
"45961","EC:1.14.13.54","ketosteroid monooxygenase"
"45962","EC:1.14.13.55","Transferred to 1.14.14.98"
"45963","EC:1.14.13.56","Transferred to 1.14.14.100"
"45964","EC:1.14.13.57","Transferred to 1.14.14.101"
"45965","EC:1.14.13.58","benzoyl-CoA 3-monooxygenase"
"45966","EC:1.14.13.59","L-lysine N6-monooxygenase (NADPH)"
"45967","EC:1.14.13.60","Transferred to 1.14.13.100"
"45968","EC:1.14.13.61","2-hydroxyquinoline 8-monooxygenase"
"45969","EC:1.14.13.62","4-hydroxyquinoline 3-monooxygenase"
"45970","EC:1.14.13.63","3-hydroxyphenylacetate 6-hydroxylase"
"45971","EC:1.14.13.64","4-hydroxybenzoate 1-hydroxylase"
"45972","EC:1.14.13.65","Deleted entry"
"45973","EC:1.14.13.66","2-hydroxycyclohexanone 2-monooxygenase"
"45974","EC:1.14.13.67","Transferred to 1.14.14.55"
"45975","EC:1.14.13.68","Transferred to 1.14.14.37"
"45976","EC:1.14.13.69","alkene monooxygenase"
"45977","EC:1.14.13.70","Transferred to 1.14.14.154"
"45978","EC:1.14.13.71","Transferred to 1.14.14.102"
"45979","EC:1.14.13.72","Transferred to 1.14.18.9"
"45980","EC:1.14.13.73","Transferred to 1.14.14.103"
"45981","EC:1.14.13.74","Transferred to 1.14.14.85"
"45982","EC:1.14.13.75","Transferred to 1.14.14.104"
"45983","EC:1.14.13.76","Transferred to 1.14.14.105"
"45984","EC:1.14.13.77","Transferred to 1.14.14.106"
"45985","EC:1.14.13.78","Transferred to 1.14.14.86"
"45986","EC:1.14.13.79","Transferred to 1.14.14.107"
"45987","EC:1.14.13.80","Transferred to 1.14.14.53"
"45988","EC:1.14.13.81","magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase"
"45989","EC:1.14.13.82","vanillate monooxygenase"
"45990","EC:1.14.13.83","precorrin-3B synthase"
"45991","EC:1.14.13.84","4-hydroxyacetophenone monooxygenase"
"45992","EC:1.14.13.85","Transferred to 1.14.14.135"
"45993","EC:1.14.13.86","Deleted entry"
"45994","EC:1.14.13.87","Transferred to 1.14.14.140"
"45995","EC:1.14.13.88","Transferred to 1.14.14.81"
"45996","EC:1.14.13.89","Transferred to 1.14.14.90"
"45997","EC:1.14.13.90","Transferred to 1.14.15.21"
"45998","EC:1.14.13.91","Transferred to 1.14.14.136"
"45999","EC:1.14.13.92","phenylacetone monooxygenase"
"46000","EC:1.14.13.93","Transferred to 1.14.14.137"
"46001","EC:1.14.13.94","Transferred to 1.14.14.138"
"46002","EC:1.14.13.95","Transferred to 1.14.14.139"
"46003","EC:1.14.13.96","Transferred to 1.14.14.139"
"46004","EC:1.14.13.97","Transferred to 1.14.14.57"
"46005","EC:1.14.13.98","Transferred to 1.14.14.25"
"46006","EC:1.14.13.99","Transferred to 1.14.14.26"
"46007","EC:1.14.13.100","Transferred to 1.14.14.29"
"46008","EC:1.14.13.101","senecionine N-oxygenase"
"46009","EC:1.14.13.102","Transferred to 1.14.14.141"
"46010","EC:1.14.13.103","Transferred to 1.14.14.142"
"46011","EC:1.14.13.104","Transferred to 1.14.14.143"
"46012","EC:1.14.13.105","monocyclic monoterpene ketone monooxygenase"
"46013","EC:1.14.13.106","Transferred to 1.14.15.39"
"46014","EC:1.14.13.107","limonene 1,2-monooxygenase"
"46015","EC:1.14.13.108","Transferred to 1.14.14.144"
"46016","EC:1.14.13.109","Transferred to 1.14.14.145"
"46017","EC:1.14.13.110","Transferred to 1.14.14.146"
"46018","EC:1.14.13.111","methanesulfonate monooxygenase (NADH)"
"46019","EC:1.14.13.112","Transferred to 1.14.14.147"
"46020","EC:1.14.13.113","FAD-dependent urate hydroxylase"
"46021","EC:1.14.13.114","6-hydroxynicotinate 3-monooxygenase"
"46022","EC:1.14.13.115","Transferred to 1.14.14.148"
"46023","EC:1.14.13.116","Transferred to 1.14.14.174"
"46024","EC:1.14.13.117","Transferred to 1.14.14.39"
"46025","EC:1.14.13.118","Transferred to 1.14.14.38"
"46026","EC:1.14.13.119","Transferred to 1.14.14.149"
"46027","EC:1.14.13.120","Transferred to 1.14.14.150"
"46028","EC:1.14.13.121","Transferred to 1.14.14.151"
"46029","EC:1.14.13.122","chlorophyllide-a oxygenase"
"46030","EC:1.14.13.123","Transferred to 1.14.14.95"
"46031","EC:1.14.13.124","Transferred to 1.14.14.40"
"46032","EC:1.14.13.125","Transferred to 1.14.14.156"
"46033","EC:1.14.13.126","Transferred to 1.14.15.16"
"46034","EC:1.14.13.127","3-(3-hydroxyphenyl)propanoate hydroxylase"
"46035","EC:1.14.13.128","7-methylxanthine demethylase"
"46036","EC:1.14.13.129","Transferred to 1.14.15.24"
"46037","EC:1.14.13.130","pyrrole-2-carboxylate monooxygenase"
"46038","EC:1.14.13.131","dissimilatory dimethyl sulfide monooxygenase"
"46039","EC:1.14.13.132","Transferred to 1.14.14.17"
"46040","EC:1.14.13.133","Transferred to 1.14.15.32"
"46041","EC:1.14.13.134","Transferred to 1.14.14.152"
"46042","EC:1.14.13.135","1-hydroxy-2-naphthoate hydroxylase"
"46043","EC:1.14.13.136","Transferred to 1.14.14.87"
"46044","EC:1.14.13.137","Transferred to 1.14.14.153"
"46045","EC:1.14.13.138","Transferred to 1.14.14.157"
"46046","EC:1.14.13.139","Transferred to 1.14.14.109"
"46047","EC:1.14.13.140","Transferred to 1.14.14.110"
"46048","EC:1.14.13.141","Transferred to 1.14.15.29"
"46049","EC:1.14.13.142","Transferred to 1.14.15.30"
"46050","EC:1.14.13.143","Transferred to 1.14.14.76"
"46051","EC:1.14.13.144","Transferred to 1.14.14.111"
"46052","EC:1.14.13.145","Transferred to 1.14.14.112"
"46053","EC:1.14.13.146","taxoid 14beta-hydroxylase"
"46054","EC:1.14.13.147","taxoid 7beta-hydroxylase"
"46055","EC:1.14.13.148","trimethylamine monooxygenase"
"46056","EC:1.14.13.149","phenylacetyl-CoA 1,2-epoxidase"
"46057","EC:1.14.13.150","Transferred to 1.14.14.113"
"46058","EC:1.14.13.151","Transferred to 1.14.14.84"
"46059","EC:1.14.13.152","Transferred to 1.14.14.83"
"46060","EC:1.14.13.153","(+)-sabinene 3-hydroxylase"
"46061","EC:1.14.13.154","erythromycin 12-hydroxylase"
"46062","EC:1.14.13.155","alpha-pinene monooxygenase"
"46063","EC:1.14.13.156","Transferred to 1.14.14.133"
"46064","EC:1.14.13.157","Transferred to 1.14.14.56"
"46065","EC:1.14.13.158","Transferred to 1.14.14.114"
"46066","EC:1.14.13.159","Transferred to 1.14.14.24"
"46067","EC:1.14.13.160","(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA 1,5-monooxygenase"
"46068","EC:1.14.13.161","(+)-camphor 6-exo-hydroxylase"
"46069","EC:1.14.13.162","Transferred to 1.14.14.108"
"46070","EC:1.14.13.163","6-hydroxy-3-succinoylpyridine 3-monooxygenase"
"46071","EC:1.14.13.164","Transferred to 1.13.11.65"
"46072","EC:1.14.13.165","Transferred to 1.14.14.47"
"46073","EC:1.14.13.166","4-nitrocatechol 4-monooxygenase"
"46074","EC:1.14.13.167","4-nitrophenol 4-monooxygenase"
"46075","EC:1.14.13.168","indole-3-pyruvate monooxygenase"
"46076","EC:1.14.13.169","Transferred to 1.14.18.5"
"46077","EC:1.14.13.170","pentalenolactone D synthase"
"46078","EC:1.14.13.171","neopentalenolactone D synthase"
"46079","EC:1.14.13.172","salicylate 5-hydroxylase"
"46080","EC:1.14.13.173","Transferred to 1.14.14.115"
"46081","EC:1.14.13.174","Transferred to 1.14.14.116"
"46082","EC:1.14.13.175","Transferred to 1.14.14.117"
"46083","EC:1.14.13.176","Transferred to 1.14.14.118"
"46084","EC:1.14.13.177","Transferred to 1.14.14.119"
"46085","EC:1.14.13.178","methylxanthine N1-demethylase"
"46086","EC:1.14.13.179","methylxanthine N3-demethylase"
"46087","EC:1.14.13.180","aklavinone 12-hydroxylase"
"46088","EC:1.14.13.181","13-deoxydaunorubicin hydroxylase"
"46089","EC:1.14.13.182","2-heptyl-3-hydroxy-4(1H)-quinolone synthase"
"46090","EC:1.14.13.183","Transferred to 1.14.14.120"
"46091","EC:1.14.13.184","Transferred to 1.14.14.121"
"46092","EC:1.14.13.185","Transferred to 1.14.15.33"
"46093","EC:1.14.13.186","Transferred to 1.14.15.34"
"46094","EC:1.14.13.187","L-evernosamine nitrososynthase"
"46095","EC:1.14.13.188","Transferred to 1.14.15.35"
"46096","EC:1.14.13.189","5-methyl-1-naphthoate 3-hydroxylase"
"46097","EC:1.14.13.190","Transferred to 1.14.14.175"
"46098","EC:1.14.13.191","Transferred to 1.14.14.70"
"46099","EC:1.14.13.192","Transferred to 1.14.14.122"
"46100","EC:1.14.13.193","Transferred to 1.14.14.123"
"46101","EC:1.14.13.194","Transferred to 1.14.14.78"
"46102","EC:1.14.13.195","L-ornithine N5-monooxygenase (NADPH)"
"46103","EC:1.14.13.196","L-ornithine N5-monooxygenase [NAD(P)H]"
"46104","EC:1.14.13.197","Transferred to 1.14.14.124"
"46105","EC:1.14.13.198","Transferred to 1.14.14.125"
"46106","EC:1.14.13.199","Transferred to 1.14.14.79"
"46107","EC:1.14.13.200","tetracenomycin A2 monooxygenase-dioxygenase"
"46108","EC:1.14.13.201","Transferred to 1.14.14.126"
"46109","EC:1.14.13.202","Transferred to 1.14.14.127"
"46110","EC:1.14.13.203","Transferred to 1.14.14.128"
"46111","EC:1.14.13.204","Transferred to 1.14.14.129"
"46112","EC:1.14.13.205","Transferred to 1.14.14.80"
"46113","EC:1.14.13.206","Transferred to 1.14.14.130"
"46114","EC:1.14.13.207","Transferred to 1.14.14.31"
"46115","EC:1.14.13.208","benzoyl-CoA 2,3-epoxidase"
"46116","EC:1.14.13.209","salicyloyl-CoA 5-hydroxylase"
"46117","EC:1.14.13.210","4-methyl-5-nitrocatechol 5-monooxygenase"
"46118","EC:1.14.13.211","rifampicin monooxygenase"
"46119","EC:1.14.13.212","1,3,7-trimethyluric acid 5-monooxygenase"
"46120","EC:1.14.13.213","Transferred to 1.14.14.131"
"46121","EC:1.14.13.214","Transferred to 1.14.14.132"
"46122","EC:1.14.13.215","protoasukamycin 4-monooxygenase"
"46123","EC:1.14.13.216","asperlicin C monooxygenase"
"46124","EC:1.14.13.217","protodeoxyviolaceinate monooxygenase"
"46125","EC:1.14.13.218","5-methylphenazine-1-carboxylate 1-monooxygenase"
"46126","EC:1.14.13.219","resorcinol 4-hydroxylase (NADPH)"
"46127","EC:1.14.13.220","resorcinol 4-hydroxylase (NADH)"
"46128","EC:1.14.13.221","Transferred to 1.14.15.28"
"46129","EC:1.14.13.222","aurachin C monooxygenase/isomerase"
"46130","EC:1.14.13.223","3-hydroxy-4-methylanthranilyl-[aryl-carrier protein] 5-monooxygenase"
"46131","EC:1.14.13.224","violacein synthase"
"46132","EC:1.14.13.225","F-actin monooxygenase"
"46133","EC:1.14.13.226","acetone monooxygenase (methyl acetate-forming)"
"46134","EC:1.14.13.227","propane 2-monooxygenase"
"46135","EC:1.14.13.228","jasmonic acid 12-hydroxylase"
"46136","EC:1.14.13.229","tert-butyl alcohol monooxygenase"
"46137","EC:1.14.13.230","butane monooxygenase (soluble)"
"46138","EC:1.14.13.231","tetracycline 11a-monooxygenase"
"46139","EC:1.14.13.232","6-methylpretetramide 4-monooxygenase"
"46140","EC:1.14.13.233","4-hydroxy-6-methylpretetramide 12a-monooxygenase"
"46141","EC:1.14.13.234","5a,11a-dehydrotetracycline 5-monooxygenase"
"46142","EC:1.14.13.235","indole-3-acetate monooxygenase"
"46143","EC:1.14.13.236","toluene 4-monooxygenase"
"46144","EC:1.14.13.237","aliphatic glucosinolate S-oxygenase"
"46145","EC:1.14.13.238","dimethylamine monooxygenase"
"46146","EC:1.14.13.239","carnitine monooxygenase"
"46147","EC:1.14.13.240","2-polyprenylphenol 6-hydroxylase"
"46148","EC:1.14.13.241","5-pyridoxate monooxygenase"
"46149","EC:1.14.13.242","3-hydroxy-2-methylpyridine-5-carboxylate monooxygenase"
"46150","EC:1.14.13.243","toluene 2-monooxygenase"
"46151","EC:1.14.13.244","phenol 2-monooxygenase (NADH)"
"46152","EC:1.14.13.245","assimilatory dimethylsulfide S-monooxygenase"
"46153","EC:1.14.13.246","4beta-methylsterol monooxygenase"
"46154","EC:1.14.13.247","stachydrine N-demethylase"
"46155","EC:1.14.13.248","L-aspartate N-monooxygenase (nitrosuccinate-forming)"
"46156","EC:1.14.13.249","3-amino-4-hydroxybenzoate 2-monooxygenase"
"46157","EC:1.14.13.250","nitrosourea synthase"
"46158","EC:1.14.14.1","unspecific monooxygenase"
"46159","EC:1.14.14.2","Deleted entry"
"46160","EC:1.14.14.3","bacterial luciferase"
"46161","EC:1.14.14.4","Deleted entry"
"46162","EC:1.14.14.5","alkanesulfonate monooxygenase"
"46163","EC:1.14.14.6","Transferred to 1.14.13.111"
"46164","EC:1.14.14.7","Transferred to 1.14.19.9"
"46165","EC:1.14.14.8","anthranilate 3-monooxygenase (FAD)"
"46166","EC:1.14.14.9","4-hydroxyphenylacetate 3-monooxygenase"
"46167","EC:1.14.14.10","nitrilotriacetate monooxygenase"
"46168","EC:1.14.14.11","styrene monooxygenase"
"46169","EC:1.14.14.12","3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase"
"46170","EC:1.14.14.13","4-(gamma-L-glutamylamino)butanoyl-[BtrI acyl-carrier protein] monooxygenase"
"46171","EC:1.14.14.14","aromatase"
"46172","EC:1.14.14.15","(3S)-3-amino-3-(3-chloro-4-hydroxyphenyl)propanoyl-[peptidyl-carrier protein SgcC2] monooxygenase"
"46173","EC:1.14.14.16","steroid 21-monooxygenase"
"46174","EC:1.14.14.17","squalene monooxygenase"
"46175","EC:1.14.14.18","heme oxygenase (biliverdin-producing)"
"46176","EC:1.14.14.19","steroid 17alpha-monooxygenase"
"46177","EC:1.14.14.20","phenol 2-monooxygenase (FADH2)"
"46178","EC:1.14.14.21","dibenzothiophene monooxygenase"
"46179","EC:1.14.14.22","dibenzothiophene sulfone monooxygenase"
"46180","EC:1.14.14.23","cholesterol 7alpha-monooxygenase"
"46181","EC:1.14.14.24","vitamin D 25-hydroxylase"
"46182","EC:1.14.14.25","cholesterol 24-hydroxylase"
"46183","EC:1.14.14.26","24-hydroxycholesterol 7alpha-hydroxylase"
"46184","EC:1.14.14.27","resorcinol 4-hydroxylase (FADH2)"
"46185","EC:1.14.14.28","long-chain alkane monooxygenase"
"46186","EC:1.14.14.29","25/26-hydroxycholesterol 7alpha-hydroxylase"
"46187","EC:1.14.14.30","isobutylamine N-monooxygenase"
"46188","EC:1.14.14.31","ipsdienol synthase"
"46189","EC:1.14.14.32","17alpha-hydroxyprogesterone deacetylase"
"46190","EC:1.14.14.33","ethylenediaminetetraacetate monooxygenase"
"46191","EC:1.14.14.34","methanesulfonate monooxygenase (FMNH2)"
"46192","EC:1.14.14.35","dimethylsulfone monooxygenase"
"46193","EC:1.14.14.36","tyrosine N-monooxygenase"
"46194","EC:1.14.14.37","4-hydroxyphenylacetaldehyde oxime monooxygenase"
"46195","EC:1.14.14.38","valine N-monooxygenase"
"46196","EC:1.14.14.39","isoleucine N-monooxygenase"
"46197","EC:1.14.14.40","phenylalanine N-monooxygenase"
"46198","EC:1.14.14.41","(E)-2-methylbutanal oxime monooxygenase"
"46199","EC:1.14.14.42","homomethionine N-monooxygenase"
"46200","EC:1.14.14.43","(methylsulfanyl)alkanaldoxime N-monooxygenase"
"46201","EC:1.14.14.44","phenylacetaldehyde oxime monooxygenase"
"46202","EC:1.14.14.45","aromatic aldoxime N-monooxygenase"
"46203","EC:1.14.14.46","pimeloyl-[acyl-carrier protein] synthase"
"46204","EC:1.14.14.47","nitric-oxide synthase (flavodoxin)"
"46205","EC:1.14.14.48","jasmonoyl-L-amino acid 12-hydroxylase"
"46206","EC:1.14.14.49","12-hydroxyjasmonoyl-L-amino acid 12-hydroxylase"
"46207","EC:1.14.14.50","tabersonine 3-oxygenase"
"46208","EC:1.14.14.51","(S)-limonene 6-monooxygenase"
"46209","EC:1.14.14.52","(S)-limonene 7-monooxygenase"
"46210","EC:1.14.14.53","(R)-limonene 6-monooxygenase"
"46211","EC:1.14.14.54","phenylacetate 2-hydroxylase"
"46212","EC:1.14.14.55","quinine 3-monooxygenase"
"46213","EC:1.14.14.56","1,8-cineole 2-exo-monooxygenase"
"46214","EC:1.14.14.57","taurochenodeoxycholate 6alpha-hydroxylase"
"46215","EC:1.14.14.58","trimethyltridecatetraene synthase"
"46216","EC:1.14.14.59","dimethylnonatriene synthase"
"46217","EC:1.14.14.60","ferruginol monooxygenase"
"46218","EC:1.14.14.61","carnosic acid synthase"
"46219","EC:1.14.14.62","salviol synthase"
"46220","EC:1.14.14.63","beta-amyrin 16beta-monooxygenase"
"46221","EC:1.14.14.64","beta-amyrin 6beta-monooxygenase"
"46222","EC:1.14.14.65","sugiol synthase"
"46223","EC:1.14.14.66","marmesin synthase"
"46224","EC:1.14.14.67","11-hydroxysugiol 20-monooxygenase"
"46225","EC:1.14.14.68","syn-pimaradiene 3-monooxygenase"
"46226","EC:1.14.14.69","ent-cassadiene hydroxylase"
"46227","EC:1.14.14.70","ent-sandaracopimaradiene 3-hydroxylase"
"46228","EC:1.14.14.71","cucurbitadienol 11-hydroxylase"
"46229","EC:1.14.14.72","drimenol monooxygenase"
"46230","EC:1.14.14.73","albendazole monooxygenase (sulfoxide-forming)"
"46231","EC:1.14.14.74","albendazole monooxygenase (hydroxylating)"
"46232","EC:1.14.14.75","fenbendazole monooxygenase (4'-hydroxylating)"
"46233","EC:1.14.14.76","ent-isokaurene C2/C3-hydroxylase"
"46234","EC:1.14.14.77","phenylacetonitrile alpha-monooxygenase"
"46235","EC:1.14.14.78","phylloquinone omega-hydroxylase"
"46236","EC:1.14.14.79","docosahexaenoic acid omega-hydroxylase"
"46237","EC:1.14.14.80","long-chain fatty acid omega-monooxygenase"
"46238","EC:1.14.14.81","flavanoid 3',5'-hydroxylase"
"46239","EC:1.14.14.82","flavonoid 3'-monooxygenase"
"46240","EC:1.14.14.83","geraniol 8-hydroxylase"
"46241","EC:1.14.14.84","linalool 8-monooxygenase"
"46242","EC:1.14.14.85","7-deoxyloganate 7-hydroxylase"
"46243","EC:1.14.14.86","ent-kaurene monooxygenase"
"46244","EC:1.14.14.87","2-hydroxyisoflavanone synthase"
"46245","EC:1.14.14.88","isoflavone 3'-hydroxylase"
"46246","EC:1.14.14.89","4'-methoxyisoflavone 2'-hydroxylase"
"46247","EC:1.14.14.90","isoflavone 2'-hydroxylase"
"46248","EC:1.14.14.91","trans-cinnamate 4-monooxygenase"
"46249","EC:1.14.14.92","benzoate 4-monooxygenase"
"46250","EC:1.14.14.93","3,9-dihydroxypterocarpan 6a-monooxygenase"
"46251","EC:1.14.14.94","leukotriene-B4 20-monooxygenase"
"46252","EC:1.14.14.95","germacrene A hydroxylase"
"46253","EC:1.14.14.96","5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase"
"46254","EC:1.14.14.97","methyltetrahydroprotoberberine 14-monooxygenase"
"46255","EC:1.14.14.98","protopine 6-monooxygenase"
"46256","EC:1.14.14.99","(S)-limonene 3-monooxygenase"
"46257","EC:1.14.14.100","dihydrosanguinarine 10-monooxygenase"
"46258","EC:1.14.14.101","dihydrochelirubine 12-monooxygenase"
"46259","EC:1.14.14.102","N-methylcoclaurine 3'-monooxygenase"
"46260","EC:1.14.14.103","tabersonine 16-hydroxylase"
"46261","EC:1.14.14.104","vinorine hydroxylase"
"46262","EC:1.14.14.105","taxane 10beta-hydroxylase"
"46263","EC:1.14.14.106","taxane 13alpha-hydroxylase"
"46264","EC:1.14.14.107","ent-kaurenoic acid monooxygenase"
"46265","EC:1.14.14.108","2,5-diketocamphane 1,2-monooxygenase"
"46266","EC:1.14.14.109","3-hydroxyindolin-2-one monooxygenase"
"46267","EC:1.14.14.110","2-hydroxy-1,4-benzoxazin-3-one monooxygenase"
"46268","EC:1.14.14.111","9beta-pimara-7,15-diene oxidase"
"46269","EC:1.14.14.112","ent-cassa-12,15-diene 11-hydroxylase"
"46270","EC:1.14.14.113","alpha-humulene 10-hydroxylase"
"46271","EC:1.14.14.114","amorpha-4,11-diene 12-monooxygenase"
"46272","EC:1.14.14.115","11-oxo-beta-amyrin 30-oxidase"
"46273","EC:1.14.14.116","averantin hydroxylase"
"46274","EC:1.14.14.117","aflatoxin B synthase"
"46275","EC:1.14.14.118","tryprostatin B 6-hydroxylase"
"46276","EC:1.14.14.119","fumitremorgin C monooxygenase"
"46277","EC:1.14.14.120","dammarenediol 12-hydroxylase"
"46278","EC:1.14.14.121","protopanaxadiol 6-hydroxylase"
"46279","EC:1.14.14.122","oryzalexin E synthase"
"46280","EC:1.14.14.123","oryzalexin D synthase"
"46281","EC:1.14.14.124","dihydromonacolin L hydroxylase"
"46282","EC:1.14.14.125","monacolin L hydroxylase"
"46283","EC:1.14.14.126","beta-amyrin 28-monooxygenase"
"46284","EC:1.14.14.127","methyl farnesoate epoxidase"
"46285","EC:1.14.14.128","farnesoate epoxidase"
"46286","EC:1.14.14.129","long-chain acyl-CoA omega-monooxygenase"
"46287","EC:1.14.14.130","laurate 7-monooxygenase"
"46288","EC:1.14.14.131","bursehernin 5'-monooxygenase"
"46289","EC:1.14.14.132","(-)-4'-demethyl-deoxypodophyllotoxin 4-hydroxylase"
"46290","EC:1.14.14.133","1,8-cineole 2-endo-monooxygenase"
"46291","EC:1.14.14.134","beta-amyrin 24-hydroxylase"
"46292","EC:1.14.14.135","glyceollin synthase"
"46293","EC:1.14.14.136","deoxysarpagine hydroxylase"
"46294","EC:1.14.14.137","(+)-abscisic acid 8'-hydroxylase"
"46295","EC:1.14.14.138","lithocholate 6beta-hydroxylase"
"46296","EC:1.14.14.139","5beta-cholestane-3alpha,7alpha-diol 12alpha-hydroxylase"
"46297","EC:1.14.14.140","Transferred to 1.14.14.162"
"46298","EC:1.14.14.141","psoralen synthase"
"46299","EC:1.14.14.142","8-dimethylallylnaringenin 2'-hydroxylase"
"46300","EC:1.14.14.143","(+)-menthofuran synthase"
"46301","EC:1.14.14.144","abieta-7,13-diene hydroxylase"
"46302","EC:1.14.14.145","abieta-7,13-dien-18-ol hydroxylase"
"46303","EC:1.14.14.146","geranylgeraniol 18-hydroxylase"
"46304","EC:1.14.14.147","3-epi-6-deoxocathasterone 23-monooxygenase"
"46305","EC:1.14.14.148","angelicin synthase"
"46306","EC:1.14.14.149","5-epiaristolochene 1,3-dihydroxylase"
"46307","EC:1.14.14.150","costunolide synthase"
"46308","EC:1.14.14.151","premnaspirodiene oxygenase"
"46309","EC:1.14.14.152","beta-amyrin 11-oxidase"
"46310","EC:1.14.14.153","indole-2-monooxygenase"
"46311","EC:1.14.14.154","sterol 14alpha-demethylase"
"46312","EC:1.14.14.155","3,6-diketocamphane 1,2-monooxygenase"
"46313","EC:1.14.14.156","tryptophan N-monooxygenase"
"46314","EC:1.14.14.157","indolin-2-one monooxygenase"
"46315","EC:1.14.14.158","carotenoid epsilon hydroxylase"
"46316","EC:1.14.14.159","dolabradiene monooxygenase"
"46317","EC:1.14.14.160","zealexin A1 synthase"
"46318","EC:1.14.14.161","nepetalactol monooxygenase"
"46319","EC:1.14.14.162","flavanone 2-hydroxylase"
"46320","EC:1.14.14.163","(S)-1-hydroxy-N-methylcanadine 13-hydroxylase"
"46321","EC:1.14.14.164","fraxetin 5-hydroxylase"
"46322","EC:1.14.14.165","indole-3-carbonyl nitrile 4-hydroxylase"
"46323","EC:1.14.14.166","(S)-N-methylcanadine 1-hydroxylase"
"46324","EC:1.14.14.167","(13S,14R)-13-O-acetyl-1-hydroxy-N-methylcanadine 8-hydroxylase"
"46325","EC:1.14.14.168","germacrene A acid 8beta-hydroxylase"
"46326","EC:1.14.14.169","eupatolide synthase"
"46327","EC:1.14.14.170","8-epi-inunolide synthase"
"46328","EC:1.14.14.171","beta-amyrin 16alpha-hydroxylase"
"46329","EC:1.14.14.172","3,5,6-trichloropyridin-2-ol monooxygenase"
"46330","EC:1.14.14.173","2,4,6-trichlorophenol monooxygenase"
"46331","EC:1.14.14.174","geranylhydroquinone 3''-hydroxylase"
"46332","EC:1.14.14.175","ferruginol synthase"
"46333","EC:1.14.14.176","taxadiene 5alpha-hydroxylase"
"46334","EC:1.14.14.177","ultra-long-chain fatty acid omega-hydroxylase"
"46335","EC:1.14.15.1","camphor 5-monooxygenase"
"46336","EC:1.14.15.2","Transferred to 1.14.13.162"
"46337","EC:1.14.15.3","alkane 1-monooxygenase"
"46338","EC:1.14.15.4","steroid 11beta-monooxygenase"
"46339","EC:1.14.15.5","corticosterone 18-monooxygenase"
"46340","EC:1.14.15.6","cholesterol monooxygenase (side-chain-cleaving)"
"46341","EC:1.14.15.7","choline monooxygenase"
"46342","EC:1.14.15.8","steroid 15beta-monooxygenase"
"46343","EC:1.14.15.9","spheroidene monooxygenase"
"46344","EC:1.14.15.10","(+)-camphor 6-endo-hydroxylase"
"46345","EC:1.14.15.11","pentalenic acid synthase"
"46346","EC:1.14.15.12","Transferred to 1.14.14.46"
"46347","EC:1.14.15.13","pulcherriminic acid synthase"
"46348","EC:1.14.15.14","methyl-branched lipid omega-hydroxylase"
"46349","EC:1.14.15.15","cholestanetriol 26-monooxygenase"
"46350","EC:1.14.15.16","vitamin D3 24-hydroxylase"
"46351","EC:1.14.15.17","pheophorbide a oxygenase"
"46352","EC:1.14.15.18","calcidiol 1-monooxygenase"
"46353","EC:1.14.15.19","C-19 steroid 1alpha-hydroxylase"
"46354","EC:1.14.15.20","heme oxygenase (biliverdin-producing, ferredoxin)"
"46355","EC:1.14.15.21","zeaxanthin epoxidase"
"46356","EC:1.14.15.22","vitamin D 1,25-hydroxylase"
"46357","EC:1.14.15.23","chloroacetanilide N-alkylformylase"
"46358","EC:1.14.15.24","beta-carotene 3-hydroxylase"
"46359","EC:1.14.15.25","p-cymene methyl-monooxygenase"
